37781.3	37597.6	29921.1	33579.6	32389.1	33077.4	27723.8	15294.8	23116.2	3558.34	6315.49	20541.3
1764.73	1640.16	1787.7	1934.35	1963.79	965.087	1446.1	1187.32	1391.03	1505.09	936.207	590.946
32288.7	10562.8	16783.4	23655.8	31240.4	31370.6	28663.7	80402.7	74385.3	70485	106547	133706
0	23.0201	0	0	0	0	1575.03	1794.01	2289.93	4578.2	6545.91	9238.77
59.3431	40.94	52.8495	164.572	199.525	76.3934	194.644	88.9754	94.4187	84.4343	11.8472	0
246.115	109.826	160.492	3.75482	19.5557	112.997	319.016	637.806	933.638	422.148	413.114	1516.75
824.598	1053.94	1362.74	249.141	0	0	1821.62	7311	9762.23	3985.12	0	0
8018.13	6523.87	7883.73	9198.67	13164.6	17586.4	18152.8	14727.6	10973.5	18352.6	28006	32445.6
1586.02	388.756	529.297	701.773	198.561	247.555	189.637	16.4007	0	0	0	9.98737
618.603	662.651	5718.35	5369.89	1778.43	2987.5	3437.06	4506.32	11530.9	9844.29	18085.9	14785.3
10444.9	10739.5	13325.7	13271	13146.6	11773.4	11199.8	16148.5	15959.1	17027.7	23827.6	25988.8
1353.05	3041.25	3569.38	2253.11	385.292	168.183	75.8172	12.4819	0	0	0	0
2810.46	2407.08	2217.25	362.474	0	0	536.939	0	0	0	0	0
0.996157	0	0	0	0	0	169.629	1164.89	7458.79	7886.2	8509.52	2817.99
2142.28	2114.16	623.916	356.549	2.8766	501.749	689.223	13.4658	5.95206	0	0	1.72679
2167.98	883.651	1860.09	2078.34	3879.47	3708.98	2233.33	4707.43	4305.45	4765.5	4595.06	5232.73
910.118	1421.01	4455.95	14314.1	18556.4	25321.2	20502.3	10720.2	278.867	0	0	0
3837.51	4619.55	13614.9	17256.5	19470.9	22876.3	18699.1	16475.2	22156.8	34083	20456.2	23005.6
1740.5	0	803.761	1997.24	3953.31	3373.93	3301.16	5184.37	2702.61	3536.83	3543.49	4345.89
5584.49	4750.89	2773.62	4250.46	3544.21	4297.49	247.468	288.932	0	490.912	641.174	0
3854.41	5512.57	12056.8	14740.1	21956.4	48131.6	38770.6	17936.5	16020.1	4029.46	1357.13	7224.05
13505.9	13903.7	39431.2	33137.8	19503.9	38548.5	45179.2	56440.1	71572.2	75543.6	65171.7	59690
974.725	771.428	2181.55	419.891	853.212	1142.01	187.917	195.143	293.025	368.487	1435.57	495.483
22329	17729.6	18705.1	19018.7	14711.6	16425.6	16502.9	17229.7	31142.3	28659.3	25180.6	19423.3
0	0	0	0	0.999503	0	0	0	0	0	0	0
12481.9	12335.7	12176	12209.8	14924.8	12984.8	14633.1	13031.7	14581.4	13401.8	11894	15242.7
6554.1	8484.35	17919.5	18229.9	11720	16479.4	19589.7	26956.8	41854.5	79947.1	79088	40226.8
553.563	808.172	632.156	638.332	455.231	1068.51	344.013	514.514	1200.2	365.819	92.0494	116.171
4015.08	3351.75	2035.54	2645.82	3087.69	5109.49	5326.06	5496.23	7145.31	13086.4	30290.6	31200.4
6034.13	9041.21	11795.7	12640.8	15339	22413.3	19583.9	12984.8	24880.9	19039.7	19549.7	16189.1
8455.39	8154.37	9244.49	10278	11531.2	10230.5	10543	9256.41	8117.93	8154.8	6443.49	5989.85
184.234	358.39	207.975	404.767	696.089	163.539	126.885	89.4642	251.569	0	0	345.783
7372.16	5485.42	8050.25	7655.88	10502.1	17109.8	14756	14440.4	22614.5	6922.56	0	0
28394.3	15909.4	60058	122219	140716	127788	134785	166449	140078	74688.2	33518.5	10565.2
0	1.98834	0	0	0	0	0	0	0	0	1.9859	1.98472
50455.4	62352.2	92869.1	151907	358511	207419	248579	203945	167694	90305	77078.7	100295
17862.6	19239.2	33345.2	20648.2	45264.5	26430.5	30876.7	28559.5	48872	51947.6	57167.9	54870.1
439.956	303.413	855.828	436.122	425.672	241.912	173.132	40.5841	50.1875	115.921	127.91	75.2749
837.217	578.198	1591.52	1127.9	1147.65	1261.71	769.404	394.899	562.269	2717.11	3291.82	4168.08
6912.19	5900.61	9600.93	7505.25	9709.45	15678	15836.9	11479.3	9418.72	3409.37	4646.04	6446.06
198.034	222.968	1194.25	351.038	30830.1	30185.6	16254.4	1525.25	1211.75	1181.74	2247.06	1478.09
6115.46	4371.02	6916.47	5387.33	6613.45	3260.4	4026.66	7017.86	7622.58	10255.1	12857	4968.53
271.691	323.698	144.173	235.288	114.843	308.988	0	131.405	0	201.057	43.37	0
0	0	0	0	0	0	0	0	0	0	0	0
5236.13	5773.4	12575.5	9408	9525.73	9063.64	8657.3	13538.8	18734.1	20483.6	18134	19834.6
5656.22	5945	6511.91	5171.96	6943.47	7633.1	11280	17782.4	20187.5	16694.6	16125.2	14924.9
707.446	902.525	1239.98	548.187	1506.1	2334.01	2082.81	4355.9	6281.13	6456.34	6576.13	5040.85
3966.94	3623.99	8547.59	11065.4	9010.07	11334.9	12217	13554.5	15127.7	14576.9	6314.54	4964.73
4357.68	1282.16	1194.01	2407.6	2237.88	976.789	3614.39	9007.48	5904.91	147.63	206.871	268.579
25818.1	25169.6	24029.7	28229.5	34588.9	36384.2	34291.3	43163.5	48475.5	43922	55247.3	56676.1
3220.23	1844.88	1812.49	1052.63	1961.17	1715.77	1535.02	669.013	947.972	1531.59	1913.39	2277.32
10057.3	11296.5	14312.8	15423.8	18523.6	16418.6	18404.9	15592.1	21439.5	25354.5	29333.4	23514.4
68.4304	111.078	65.3338	128.216	168.764	327.098	109.723	53.3631	29.3069	100.321	347.543	349.084
2158.87	1684.34	1489.85	678.499	670.622	1489.1	1458.78	4930.14	5956.77	6848.77	7952.54	6417.47
24185.9	22391.4	22114.6	30801.3	40104.2	42452.5	59105.8	64699.2	69004.9	72208.9	71051.6	65737.9
8666.83	10347.6	22432.6	20524	13641.1	21935.2	20632.3	26118.7	28935.5	29293.7	23671.9	22374.3
0	3.30153	0	0	0	0	0	0	35.3303	0	0	0
0	3.77712	50.2769	0	115.764	423.996	308.044	211.857	1140.13	4980.56	5611.3	5855.19
39316.4	30974	26571.9	123487	67984.1	6880.71	8440.96	52852.5	8885.63	4286.05	0	183.057
